"country","year","vessel.length","species","regulated.gear","fishing.tech","fleets","age","type","value"
"IRL",2003,"O10M","HAD","TR1","DTS","IRL_DTS_O10M","age5","d",0
"IRL",2003,"O10M","HAD","TR2","DTS","IRL_DTS_O10M","age5","d",0
"IRL",2003,"O10M","WHG","TR1","DTS","IRL_DTS_O10M","age5","d",8.418
"IRL",2003,"O10M","WHG","TR2","DTS","IRL_DTS_O10M","age5","d",17.783
"IRL",2004,"O10M","COD","TR1","DTS","IRL_DTS_O10M","age5","d",0
"IRL",2004,"O10M","COD","TR2","DTS","IRL_DTS_O10M","age5","d",0
"IRL",2004,"O10M","HAD","TR1","DTS","IRL_DTS_O10M","age5","d",11.964
"IRL",2004,"O10M","HAD","TR2","DTS","IRL_DTS_O10M","age5","d",17.824
"IRL",2004,"O10M","WHG","TR1","DTS","IRL_DTS_O10M","age5","d",20.415
"IRL",2004,"O10M","WHG","TR2","DTS","IRL_DTS_O10M","age5","d",192.904
"IRL",2005,"O10M","COD","TR1","DTS","IRL_DTS_O10M","age5","d",0
"IRL",2005,"O10M","COD","TR2","DTS","IRL_DTS_O10M","age5","d",0
"IRL",2005,"O10M","HAD","TR1","DTS","IRL_DTS_O10M","age5","d",0
"IRL",2005,"O10M","HAD","TR2","DTS","IRL_DTS_O10M","age5","d",0
"IRL",2005,"O10M","WHG","TR1","DTS","IRL_DTS_O10M","age5","d",275.895
"IRL",2005,"O10M","WHG","TR2","DTS","IRL_DTS_O10M","age5","d",1378.829
"IRL",2006,"O10M","COD","TR1","DTS","IRL_DTS_O10M","age5","d",0
"IRL",2006,"O10M","COD","TR2","DTS","IRL_DTS_O10M","age5","d",0
"IRL",2006,"O10M","HAD","TR1","DTS","IRL_DTS_O10M","age5","d",0
"IRL",2006,"O10M","HAD","TR2","DTS","IRL_DTS_O10M","age5","d",0
"IRL",2006,"O10M","WHG","TR1","DTS","IRL_DTS_O10M","age5","d",14.99
"IRL",2006,"O10M","WHG","TR2","DTS","IRL_DTS_O10M","age5","d",61.787
"IRL",2007,"O10M","COD","TR1","DTS","IRL_DTS_O10M","age5","d",0
"IRL",2007,"O10M","COD","TR2","DTS","IRL_DTS_O10M","age5","d",0
"IRL",2007,"O10M","HAD","TR1","DTS","IRL_DTS_O10M","age5","d",0.399
"IRL",2007,"O10M","HAD","TR2","DTS","IRL_DTS_O10M","age5","d",0.919
"IRL",2007,"O10M","WHG","TR1","DTS","IRL_DTS_O10M","age5","d",303.473
"IRL",2007,"O10M","WHG","TR2","DTS","IRL_DTS_O10M","age5","d",650.738
"IRL",2008,"O10M","COD","TR1","DTS","IRL_DTS_O10M","age5","d",0
"IRL",2008,"O10M","COD","TR2","DTS","IRL_DTS_O10M","age5","d",0
"IRL",2008,"O10M","HAD","TR1","DTS","IRL_DTS_O10M","age5","d",0
"IRL",2008,"O10M","HAD","TR2","DTS","IRL_DTS_O10M","age5","d",0
"IRL",2008,"O10M","WHG","TR1","DTS","IRL_DTS_O10M","age5","d",77.709
"IRL",2008,"O10M","WHG","TR2","DTS","IRL_DTS_O10M","age5","d",124.613
"IRL",2009,"O10M","COD","TR1","DTS","IRL_DTS_O10M","age5","d",0
"IRL",2009,"O10M","COD","TR2","DTS","IRL_DTS_O10M","age5","d",0
"IRL",2009,"O10M","HAD","TR1","DTS","IRL_DTS_O10M","age5","d",1.609
"IRL",2009,"O10M","HAD","TR2","DTS","IRL_DTS_O10M","age5","d",0.124
"IRL",2009,"O10M","WHG","TR1","DTS","IRL_DTS_O10M","age5","d",82.702
"IRL",2009,"O10M","WHG","TR2","DTS","IRL_DTS_O10M","age5","d",72.842
"IRL",2010,"O10M","COD","TR1","DTS","IRL_DTS_O10M","age5","d",0
"IRL",2010,"O10M","COD","TR2","DTS","IRL_DTS_O10M","age5","d",0
"IRL",2010,"O10M","HAD","TR1","DTS","IRL_DTS_O10M","age5","d",0
"IRL",2010,"O10M","HAD","TR2","DTS","IRL_DTS_O10M","age5","d",0.164
"IRL",2010,"O10M","WHG","TR1","DTS","IRL_DTS_O10M","age5","d",25.977
"IRL",2010,"O10M","WHG","TR2","DTS","IRL_DTS_O10M","age5","d",22.599
"IRL",2011,"O10M","COD","TR1","DTS","IRL_DTS_O10M","age5","d",0
"IRL",2011,"O10M","COD","TR2","DTS","IRL_DTS_O10M","age5","d",0
"IRL",2011,"O10M","HAD","TR1","DTS","IRL_DTS_O10M","age5","d",0
"IRL",2011,"O10M","HAD","TR2","DTS","IRL_DTS_O10M","age5","d",0
"IRL",2011,"O10M","WHG","TR1","DTS","IRL_DTS_O10M","age5","d",48.891
"IRL",2011,"O10M","WHG","TR2","DTS","IRL_DTS_O10M","age5","d",15.712
"IRL",2012,"O10M","COD","TR1","DTS","IRL_DTS_O10M","age5","d",0
"IRL",2012,"O10M","COD","TR2","DTS","IRL_DTS_O10M","age5","d",0
"IRL",2012,"O10M","HAD","TR1","DTS","IRL_DTS_O10M","age5","d",0.006
"IRL",2012,"O10M","HAD","TR2","DTS","IRL_DTS_O10M","age5","d",0.01
"IRL",2012,"O10M","WHG","TR1","DTS","IRL_DTS_O10M","age5","d",132.788
"IRL",2012,"O10M","WHG","TR2","DTS","IRL_DTS_O10M","age5","d",111.063
"IRL",2013,"O10M","COD","TR1","DTS","IRL_DTS_O10M","age5","d",0
"IRL",2013,"O10M","COD","TR2","DTS","IRL_DTS_O10M","age5","d",0
"IRL",2013,"O10M","HAD","TR1","DTS","IRL_DTS_O10M","age5","d",0.91
"IRL",2013,"O10M","HAD","TR2","DTS","IRL_DTS_O10M","age5","d",2.849
"IRL",2013,"O10M","WHG","TR1","DTS","IRL_DTS_O10M","age5","d",379.064
"IRL",2013,"O10M","WHG","TR2","DTS","IRL_DTS_O10M","age5","d",141.084
"IRL",2014,"O10M","COD","TR1","DTS","IRL_DTS_O10M","age5","d",0
"IRL",2014,"O10M","COD","TR2","DTS","IRL_DTS_O10M","age5","d",0.069
"IRL",2014,"O10M","HAD","TR1","DTS","IRL_DTS_O10M","age5","d",47.596
"IRL",2014,"O10M","HAD","TR2","DTS","IRL_DTS_O10M","age5","d",23.495
"IRL",2014,"O10M","WHG","TR1","DTS","IRL_DTS_O10M","age5","d",289.109
"IRL",2014,"O10M","WHG","TR2","DTS","IRL_DTS_O10M","age5","d",121.689
"IRL",2015,"O10M","COD","TR1","DTS","IRL_DTS_O10M","age5","d",0
"IRL",2015,"O10M","COD","TR2","DTS","IRL_DTS_O10M","age5","d",0
"IRL",2015,"O10M","HAD","TR1","DTS","IRL_DTS_O10M","age5","d",5.284
"IRL",2015,"O10M","HAD","TR2","DTS","IRL_DTS_O10M","age5","d",4.261
"IRL",2015,"O10M","WHG","TR1","DTS","IRL_DTS_O10M","age5","d",3.309
"IRL",2015,"O10M","WHG","TR2","DTS","IRL_DTS_O10M","age5","d",7.883
"IRL",2016,"O10M","COD","TR1","DTS","IRL_DTS_O10M","age5","d",0
"IRL",2016,"O10M","COD","TR2","DTS","IRL_DTS_O10M","age5","d",0
"IRL",2016,"O10M","HAD","TR1","DTS","IRL_DTS_O10M","age5","d",0.004
"IRL",2016,"O10M","HAD","TR2","DTS","IRL_DTS_O10M","age5","d",0.129
"IRL",2016,"O10M","WHG","TR1","DTS","IRL_DTS_O10M","age5","d",26.811
"IRL",2016,"O10M","WHG","TR2","DTS","IRL_DTS_O10M","age5","d",30.971
"OTH",2003,"O10M","COD","TR2","DTS","OTH_DTS_O10M","age6","d",0
"OTH",2003,"O10M","WHG","TR2","DTS","OTH_DTS_O10M","age6","d",0
"OTH",2004,"O10M","COD","TR2","DTS","OTH_DTS_O10M","age6","d",0
"OTH",2004,"O10M","HAD","TR2","DTS","OTH_DTS_O10M","age6","d",0
"OTH",2004,"O10M","WHG","TR2","DTS","OTH_DTS_O10M","age6","d",0.042
"OTH",2005,"O10M","COD","TR2","DTS","OTH_DTS_O10M","age6","d",0
"OTH",2005,"O10M","HAD","TR2","DTS","OTH_DTS_O10M","age6","d",0
"OTH",2005,"O10M","WHG","TR2","DTS","OTH_DTS_O10M","age6","d",0.086
"OTH",2006,"O10M","COD","TR2","DTS","OTH_DTS_O10M","age6","d",0
"OTH",2006,"O10M","HAD","TR2","DTS","OTH_DTS_O10M","age6","d",0
"OTH",2006,"O10M","WHG","TR2","DTS","OTH_DTS_O10M","age6","d",21.988
"OTH",2007,"O10M","COD","TR2","DTS","OTH_DTS_O10M","age6","d",0
"OTH",2007,"O10M","HAD","TR2","DTS","OTH_DTS_O10M","age6","d",0
"OTH",2007,"O10M","WHG","TR2","DTS","OTH_DTS_O10M","age6","d",13.566
"OTH",2008,"O10M","COD","TR2","DTS","OTH_DTS_O10M","age6","d",0
"OTH",2008,"O10M","HAD","TR2","DTS","OTH_DTS_O10M","age6","d",0
"OTH",2008,"O10M","WHG","TR2","DTS","OTH_DTS_O10M","age6","d",0.023
"OTH",2009,"O10M","COD","TR2","DTS","OTH_DTS_O10M","age6","d",0.003
"OTH",2009,"O10M","HAD","TR2","DTS","OTH_DTS_O10M","age6","d",0.004
"OTH",2009,"O10M","WHG","TR2","DTS","OTH_DTS_O10M","age6","d",0.036
"OTH",2010,"O10M","COD","TR2","DTS","OTH_DTS_O10M","age6","d",0
"OTH",2010,"O10M","HAD","TR1","DTS","OTH_DTS_O10M","age6","d",0
"OTH",2010,"O10M","HAD","TR2","DTS","OTH_DTS_O10M","age6","d",0
"OTH",2010,"O10M","WHG","TR1","DTS","OTH_DTS_O10M","age6","d",0.146
"OTH",2010,"O10M","WHG","TR2","DTS","OTH_DTS_O10M","age6","d",2.158
"OTH",2011,"O10M","COD","TR1","DTS","OTH_DTS_O10M","age6","d",0
"OTH",2011,"O10M","COD","TR2","DTS","OTH_DTS_O10M","age6","d",0
"OTH",2011,"O10M","HAD","TR1","DTS","OTH_DTS_O10M","age6","d",0
"OTH",2011,"O10M","HAD","TR2","DTS","OTH_DTS_O10M","age6","d",0
"OTH",2011,"O10M","WHG","TR1","DTS","OTH_DTS_O10M","age6","d",0.13
"OTH",2011,"O10M","WHG","TR2","DTS","OTH_DTS_O10M","age6","d",2.839
"OTH",2012,"O10M","COD","TR2","DTS","OTH_DTS_O10M","age6","d",0
"OTH",2012,"O10M","HAD","TR1","DTS","OTH_DTS_O10M","age6","d",0.027
"OTH",2012,"O10M","HAD","TR2","DTS","OTH_DTS_O10M","age6","d",0
"OTH",2012,"O10M","WHG","TR1","DTS","OTH_DTS_O10M","age6","d",4.088
"OTH",2012,"O10M","WHG","TR2","DTS","OTH_DTS_O10M","age6","d",3.038
"OTH",2013,"O10M","COD","TR1","DTS","OTH_DTS_O10M","age6","d",0
"OTH",2013,"O10M","COD","TR2","DTS","OTH_DTS_O10M","age6","d",0
"OTH",2013,"O10M","HAD","TR1","DTS","OTH_DTS_O10M","age6","d",0
"OTH",2013,"O10M","HAD","TR2","DTS","OTH_DTS_O10M","age6","d",0.038
"OTH",2013,"O10M","WHG","TR1","DTS","OTH_DTS_O10M","age6","d",0.024
"OTH",2013,"O10M","WHG","TR2","DTS","OTH_DTS_O10M","age6","d",0.055
"OTH",2014,"O10M","COD","TR2","DTS","OTH_DTS_O10M","age6","d",0.001
"OTH",2014,"O10M","HAD","TR2","DTS","OTH_DTS_O10M","age6","d",0
"OTH",2014,"O10M","WHG","TR1","DTS","OTH_DTS_O10M","age6","d",0.872
"OTH",2014,"O10M","WHG","TR2","DTS","OTH_DTS_O10M","age6","d",0.943
"OTH",2015,"O10M","COD","TR2","DTS","OTH_DTS_O10M","age6","d",0
"OTH",2015,"O10M","HAD","TR1","DTS","OTH_DTS_O10M","age6","d",0.001
"OTH",2015,"O10M","HAD","TR2","DTS","OTH_DTS_O10M","age6","d",0.112
"OTH",2015,"O10M","WHG","TR2","DTS","OTH_DTS_O10M","age6","d",2.195
"OTH",2016,"O10M","COD","TR2","DTS","OTH_DTS_O10M","age6","d",0
"OTH",2016,"O10M","HAD","TR2","DTS","OTH_DTS_O10M","age6","d",0.025
"OTH",2016,"O10M","WHG","TR2","DTS","OTH_DTS_O10M","age6","d",0.245
"GBR",2003,"O10M","COD","TR1","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2003,"O10M","COD","TR2","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2003,"O10M","HAD","TR1","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2003,"O10M","HAD","TR2","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2003,"O10M","WHG","TR1","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2003,"O10M","WHG","TR2","DTS","GBR_DTS_O10M","age6","d",0.014
"GBR",2004,"O10M","COD","TR1","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2004,"O10M","COD","TR2","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2004,"O10M","HAD","TR1","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2004,"O10M","HAD","TR2","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2004,"O10M","WHG","TR1","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2004,"O10M","WHG","TR2","DTS","GBR_DTS_O10M","age6","d",0.905
"GBR",2005,"O10M","COD","TR1","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2005,"O10M","COD","TR2","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2005,"O10M","HAD","TR1","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2005,"O10M","HAD","TR2","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2005,"O10M","WHG","TR1","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2005,"O10M","WHG","TR2","DTS","GBR_DTS_O10M","age6","d",0.199
"GBR",2006,"O10M","COD","TR1","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2006,"O10M","COD","TR2","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2006,"O10M","HAD","TR1","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2006,"O10M","HAD","TR2","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2006,"O10M","WHG","TR1","DTS","GBR_DTS_O10M","age6","d",1.962
"GBR",2006,"O10M","WHG","TR2","DTS","GBR_DTS_O10M","age6","d",108.766
"GBR",2007,"O10M","COD","TR1","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2007,"O10M","COD","TR2","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2007,"O10M","HAD","TR1","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2007,"O10M","HAD","TR2","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2007,"O10M","WHG","TR1","DTS","GBR_DTS_O10M","age6","d",1.08
"GBR",2007,"O10M","WHG","TR2","DTS","GBR_DTS_O10M","age6","d",8.76
"GBR",2008,"O10M","COD","TR1","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2008,"O10M","COD","TR2","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2008,"O10M","HAD","TR1","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2008,"O10M","HAD","TR2","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2008,"O10M","WHG","TR1","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2008,"O10M","WHG","TR2","DTS","GBR_DTS_O10M","age6","d",0.154
"GBR",2009,"O10M","COD","TR1","DTS","GBR_DTS_O10M","age6","d",0.058
"GBR",2009,"O10M","COD","TR2","DTS","GBR_DTS_O10M","age6","d",0.02
"GBR",2009,"O10M","HAD","TR1","DTS","GBR_DTS_O10M","age6","d",0.532
"GBR",2009,"O10M","HAD","TR2","DTS","GBR_DTS_O10M","age6","d",0.017
"GBR",2009,"O10M","WHG","TR1","DTS","GBR_DTS_O10M","age6","d",0.048
"GBR",2009,"O10M","WHG","TR2","DTS","GBR_DTS_O10M","age6","d",0.112
"GBR",2010,"O10M","COD","TR1","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2010,"O10M","COD","TR2","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2010,"O10M","HAD","TR1","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2010,"O10M","HAD","TR2","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2010,"O10M","WHG","TR1","DTS","GBR_DTS_O10M","age6","d",0.811
"GBR",2010,"O10M","WHG","TR2","DTS","GBR_DTS_O10M","age6","d",7.996
"GBR",2011,"O10M","COD","TR1","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2011,"O10M","COD","TR2","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2011,"O10M","HAD","TR1","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2011,"O10M","HAD","TR2","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2011,"O10M","WHG","TR1","DTS","GBR_DTS_O10M","age6","d",4.959
"GBR",2011,"O10M","WHG","TR2","DTS","GBR_DTS_O10M","age6","d",6.939
"GBR",2012,"O10M","COD","TR1","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2012,"O10M","COD","TR2","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2012,"O10M","HAD","TR1","DTS","GBR_DTS_O10M","age6","d",0.005
"GBR",2012,"O10M","HAD","TR2","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2012,"O10M","WHG","TR1","DTS","GBR_DTS_O10M","age6","d",1.078
"GBR",2012,"O10M","WHG","TR2","DTS","GBR_DTS_O10M","age6","d",5.172
"GBR",2013,"O10M","COD","TR1","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2013,"O10M","COD","TR2","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2013,"O10M","HAD","TR1","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2013,"O10M","HAD","TR2","DTS","GBR_DTS_O10M","age6","d",0.154
"GBR",2013,"O10M","WHG","TR1","DTS","GBR_DTS_O10M","age6","d",0.008
"GBR",2013,"O10M","WHG","TR2","DTS","GBR_DTS_O10M","age6","d",0.12
"GBR",2014,"O10M","COD","TR1","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2014,"O10M","COD","TR2","DTS","GBR_DTS_O10M","age6","d",0.004
"GBR",2014,"O10M","HAD","TR1","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2014,"O10M","HAD","TR2","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2014,"O10M","WHG","TR1","DTS","GBR_DTS_O10M","age6","d",9.408
"GBR",2014,"O10M","WHG","TR2","DTS","GBR_DTS_O10M","age6","d",8.823
"GBR",2015,"O10M","COD","TR1","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2015,"O10M","COD","TR2","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2015,"O10M","HAD","TR1","DTS","GBR_DTS_O10M","age6","d",0.604
"GBR",2015,"O10M","HAD","TR2","DTS","GBR_DTS_O10M","age6","d",0.523
"GBR",2015,"O10M","WHG","TR1","DTS","GBR_DTS_O10M","age6","d",34.644
"GBR",2015,"O10M","WHG","TR2","DTS","GBR_DTS_O10M","age6","d",30.822
"GBR",2016,"O10M","COD","TR1","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2016,"O10M","COD","TR2","DTS","GBR_DTS_O10M","age6","d",0
"GBR",2016,"O10M","HAD","TR1","DTS","GBR_DTS_O10M","age6","d",0.039
"GBR",2016,"O10M","HAD","TR2","DTS","GBR_DTS_O10M","age6","d",0.568
"GBR",2016,"O10M","WHG","TR1","DTS","GBR_DTS_O10M","age6","d",0.519
"GBR",2016,"O10M","WHG","TR2","DTS","GBR_DTS_O10M","age6","d",2.52
"FRA",2003,"O10M","COD","TR1","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2003,"O10M","COD","TR2","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2003,"O10M","HAD","TR1","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2003,"O10M","HAD","TR2","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2003,"O10M","WHG","TR1","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2003,"O10M","WHG","TR2","DTS","FRA_DTS_O10M","age6","d",0.028
"FRA",2004,"O10M","COD","TR1","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2004,"O10M","COD","TR2","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2004,"O10M","HAD","TR1","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2004,"O10M","HAD","TR2","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2004,"O10M","WHG","TR1","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2004,"O10M","WHG","TR2","DTS","FRA_DTS_O10M","age6","d",0.686
"FRA",2005,"O10M","COD","TR1","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2005,"O10M","COD","TR2","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2005,"O10M","HAD","TR1","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2005,"O10M","HAD","TR2","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2005,"O10M","WHG","TR1","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2005,"O10M","WHG","TR2","DTS","FRA_DTS_O10M","age6","d",1.23
"FRA",2006,"O10M","COD","TR1","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2006,"O10M","COD","TR2","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2006,"O10M","HAD","TR1","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2006,"O10M","HAD","TR2","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2006,"O10M","WHG","TR1","DTS","FRA_DTS_O10M","age6","d",8.629
"FRA",2006,"O10M","WHG","TR2","DTS","FRA_DTS_O10M","age6","d",183.2
"FRA",2007,"O10M","COD","TR1","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2007,"O10M","COD","TR2","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2007,"O10M","HAD","TR1","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2007,"O10M","HAD","TR2","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2007,"O10M","WHG","TR1","DTS","FRA_DTS_O10M","age6","d",7.856
"FRA",2007,"O10M","WHG","TR2","DTS","FRA_DTS_O10M","age6","d",106.449
"FRA",2008,"O10M","COD","TR1","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2008,"O10M","COD","TR2","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2008,"O10M","HAD","TR1","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2008,"O10M","HAD","TR2","DTS","FRA_DTS_O10M","age6","d",0.001
"FRA",2008,"O10M","WHG","TR1","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2008,"O10M","WHG","TR2","DTS","FRA_DTS_O10M","age6","d",0.38
"FRA",2009,"O10M","COD","TR1","DTS","FRA_DTS_O10M","age6","d",0.29
"FRA",2009,"O10M","COD","TR2","DTS","FRA_DTS_O10M","age6","d",0.039
"FRA",2009,"O10M","HAD","TR1","DTS","FRA_DTS_O10M","age6","d",5.33
"FRA",2009,"O10M","HAD","TR2","DTS","FRA_DTS_O10M","age6","d",0.069
"FRA",2009,"O10M","WHG","TR1","DTS","FRA_DTS_O10M","age6","d",0.531
"FRA",2009,"O10M","WHG","TR2","DTS","FRA_DTS_O10M","age6","d",0.57
"FRA",2010,"O10M","COD","TR1","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2010,"O10M","COD","TR2","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2010,"O10M","HAD","TR1","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2010,"O10M","HAD","TR2","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2010,"O10M","WHG","TR1","DTS","FRA_DTS_O10M","age6","d",16.049
"FRA",2010,"O10M","WHG","TR2","DTS","FRA_DTS_O10M","age6","d",10.409
"FRA",2011,"O10M","COD","TR1","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2011,"O10M","COD","TR2","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2011,"O10M","HAD","TR1","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2011,"O10M","HAD","TR2","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2011,"O10M","WHG","TR1","DTS","FRA_DTS_O10M","age6","d",52.133
"FRA",2011,"O10M","WHG","TR2","DTS","FRA_DTS_O10M","age6","d",11.284
"FRA",2012,"O10M","COD","TR1","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2012,"O10M","COD","TR2","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2012,"O10M","HAD","TR1","DTS","FRA_DTS_O10M","age6","d",0.051
"FRA",2012,"O10M","HAD","TR2","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2012,"O10M","WHG","TR1","DTS","FRA_DTS_O10M","age6","d",14.374
"FRA",2012,"O10M","WHG","TR2","DTS","FRA_DTS_O10M","age6","d",14.368
"FRA",2013,"O10M","COD","TR1","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2013,"O10M","COD","TR2","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2013,"O10M","HAD","TR1","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2013,"O10M","HAD","TR2","DTS","FRA_DTS_O10M","age6","d",0.335
"FRA",2013,"O10M","WHG","TR1","DTS","FRA_DTS_O10M","age6","d",0.074
"FRA",2013,"O10M","WHG","TR2","DTS","FRA_DTS_O10M","age6","d",0.271
"FRA",2014,"O10M","COD","TR1","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2014,"O10M","COD","TR2","DTS","FRA_DTS_O10M","age6","d",0.008
"FRA",2014,"O10M","HAD","TR1","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2014,"O10M","HAD","TR2","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2014,"O10M","WHG","TR1","DTS","FRA_DTS_O10M","age6","d",71.569
"FRA",2014,"O10M","WHG","TR2","DTS","FRA_DTS_O10M","age6","d",47.29
"FRA",2015,"O10M","COD","TR1","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2015,"O10M","COD","TR2","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2015,"O10M","HAD","TR1","DTS","FRA_DTS_O10M","age6","d",4.239
"FRA",2015,"O10M","HAD","TR2","DTS","FRA_DTS_O10M","age6","d",5.251
"FRA",2015,"O10M","WHG","TR1","DTS","FRA_DTS_O10M","age6","d",146.074
"FRA",2015,"O10M","WHG","TR2","DTS","FRA_DTS_O10M","age6","d",158.746
"FRA",2016,"O10M","COD","TR1","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2016,"O10M","COD","TR2","DTS","FRA_DTS_O10M","age6","d",0
"FRA",2016,"O10M","HAD","TR1","DTS","FRA_DTS_O10M","age6","d",0.303
"FRA",2016,"O10M","HAD","TR2","DTS","FRA_DTS_O10M","age6","d",1.932
"FRA",2016,"O10M","WHG","TR1","DTS","FRA_DTS_O10M","age6","d",5.908
"FRA",2016,"O10M","WHG","TR2","DTS","FRA_DTS_O10M","age6","d",16.673
"IRL",2003,"O10M","COD","TR1","DTS","IRL_DTS_O10M","age6","d",0
"IRL",2003,"O10M","COD","TR2","DTS","IRL_DTS_O10M","age6","d",0
"IRL",2003,"O10M","HAD","TR1","DTS","IRL_DTS_O10M","age6","d",0
"IRL",2003,"O10M","HAD","TR2","DTS","IRL_DTS_O10M","age6","d",0
"IRL",2003,"O10M","WHG","TR1","DTS","IRL_DTS_O10M","age6","d",0.002
"IRL",2003,"O10M","WHG","TR2","DTS","IRL_DTS_O10M","age6","d",0.055
"IRL",2004,"O10M","COD","TR1","DTS","IRL_DTS_O10M","age6","d",0
"IRL",2004,"O10M","COD","TR2","DTS","IRL_DTS_O10M","age6","d",0
"IRL",2004,"O10M","HAD","TR1","DTS","IRL_DTS_O10M","age6","d",0
"IRL",2004,"O10M","HAD","TR2","DTS","IRL_DTS_O10M","age6","d",0
